customer_id,name,city
861,Nitin Mehta,Pune
862,Amit Agarwal,Pune
863,Manoj Singh,Chennai
864,Rahul Joshi,Chennai
865,Asha Mishra,Jaipur
866,Nitin Bhat,Pune
867,Vikram Reddy,Jaipur
868,Manoj Gupta,Indore
869,Priya Kulkarni,Ahmedabad
870,Suresh Nair,Bhopal
871,Kavita Bhat,Bhopal
872,Rohit Agarwal,Kolkata
873,Priya Joshi,Bhopal
874,Rahul Rao,Ahmedabad
875,Pooja Mehta,Indore
876,Kavita Mehta,Surat
877,Nitin Patel,Hyderabad
878,Suresh Agarwal,Indore
879,Kiran Yadav,Ahmedabad
880,Suresh Nair,Chennai
881,Vikram Rao,Bhopal
882,Vikram Nair,Hyderabad
883,Sneha Rao,Lucknow
884,Pooja Joshi,Mumbai
885,Rakesh Mishra,Ahmedabad
886,Asha Kumar,Jaipur
887,Asha Rao,Surat
888,Arjun Iyer,Nagpur
889,Anjali Kumar,Indore
890,Rakesh Chauhan,Delhi
891,Sneha Verma,Jaipur
892,Arjun Kumar,Kolkata
893,Pooja Iyer,Bengaluru
894,Nitin Chauhan,Ahmedabad
895,Deepak Rao,Surat
896,Rakesh Reddy,Indore
897,Amit Gupta,Kochi
898,Rahul Sharma,Lucknow
899,Arjun Yadav,Mumbai
900,Rahul Agarwal,Surat
901,Pooja Jain,Surat
902,Neha Kumar,Bengaluru
903,Sneha Iyer,Kolkata
904,Amit Iyer,Delhi
905,Manoj Reddy,Bengaluru
906,Kiran Mishra,Chennai
907,Neha Reddy,Kochi
908,Kavita Das,Jaipur
909,Deepak Kumar,Kolkata
910,Meera Yadav,Mumbai
911,Priya Reddy,Kolkata
912,Anjali Jain,Nagpur
913,Manoj Joshi,Jaipur
914,Sneha Singh,Delhi
915,Arjun Kumar,Jaipur
916,Arjun Iyer,Chennai
917,Suresh Chauhan,Hyderabad
918,Anjali Joshi,Kolkata
919,Manoj Das,Nagpur
920,Meera Yadav,Surat
921,Asha Verma,Ahmedabad
922,Arjun Iyer,Indore
923,Pooja Yadav,Jaipur
924,Sneha Patel,Mumbai
925,Neha Bhat,Chennai
926,Kiran Reddy,Lucknow
927,Sneha Agarwal,Bhopal
928,Anjali Reddy,Delhi
929,Amit Nair,Surat
930,Pooja Agarwal,Kochi
931,Neha Kulkarni,Jaipur
932,Rahul Jain,Kolkata
933,Sneha Verma,Bhopal
934,Vikram Singh,Surat
935,Kiran Jain,Indore
936,Rahul Iyer,Kochi
937,Rahul Reddy,Jaipur
938,Divya Kulkarni,Bhopal
939,Kiran Bhat,Indore
940,Neha Mehta,Delhi
941,Sneha Kulkarni,Pune
942,Kiran Verma,Kolkata
943,Suresh Iyer,Pune
944,Anjali Nair,Kolkata
945,Rahul Gupta,Pune
946,Nitin Jain,Delhi
947,Rakesh Singh,Surat
948,Nitin Chauhan,Chennai
949,Rakesh Singh,Mumbai
950,Kiran Yadav,Bhopal
951,Neha Reddy,Kochi
952,Neha Reddy,Mumbai
953,Meera Singh,Bhopal
954,Divya Nair,Bengaluru
955,Priya Gupta,Nagpur
956,Rahul Gupta,Indore
957,Neha Das,Lucknow
958,Sneha Jain,Mumbai
959,Deepak Agarwal,Bengaluru
960,Manoj Nair,Mumbai
961,Deepak Rao,Mumbai
962,Asha Verma,Indore
963,Amit Yadav,Kochi
964,Asha Rao,Chennai
965,Kiran Gupta,Kochi
966,Nitin Bhat,Chennai
967,Kiran Chauhan,Bengaluru
968,Sneha Mehta,Ahmedabad
969,Rohit Nair,Surat
970,Meera Joshi,Surat
971,Asha Bhat,Mumbai
972,Priya Rao,Lucknow
973,Rakesh Rao,Indore
974,Pooja Jain,Chennai
975,Suresh Iyer,Chennai
976,Meera Iyer,Lucknow
977,Rakesh Joshi,Nagpur
978,Manoj Gupta,Hyderabad
979,Deepak Singh,Delhi
980,Rakesh Rao,Kolkata
981,Priya Chauhan,Delhi
982,Amit Verma,Kochi
983,Rahul Mishra,Bengaluru
984,Divya Rao,Ahmedabad
985,Pooja Rao,Kochi
986,Manoj Mehta,Hyderabad
987,Rohit Jain,Delhi
988,Meera Sharma,Pune
989,Pooja Agarwal,Bhopal
990,Kiran Rao,Chennai
991,Priya Singh,Bengaluru
992,Suresh Das,Lucknow
993,Deepak Jain,Jaipur
994,Kiran Mishra,Mumbai
995,Rahul Das,Ahmedabad
996,Divya Joshi,Hyderabad
997,Meera Nair,Kolkata
998,Nitin Agarwal,Bhopal
999,Meera Kumar,Mumbai
1000,Sneha Nair,Kochi
